"REPORT_ID","Unit No","No Of Cas","Veh Reg State","Unit Type","Veh Year","Direction Of Travel","Sex","Age","Lic State","Licence Class","Licence Type","Towing","Unit Movement","Number Occupants","Postcode","Rollover","Fire"
"2020-5739-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Swerving","001","XXXX",,
"2020-5740-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","South East","Male","032","SA","C","Full","Not Towing","Leaving Private Driveway","001","5095",,
"2020-5740-19/09/2025","02",1,"SA","Motor Cars - Sedan","2009","North East","Male","078","SA","C","Full","Not Towing","Straight Ahead","001","5114",,
"2020-5741-19/09/2025","01",0,"SA","Station Wagon","1999","North East","Male","018","SA","C","Provisional 1 ","Not Towing","Stopped on Carriageway","002","5112",,
"2020-5741-19/09/2025","02",1,"SA","Motor Cars - Sedan","2008","North East","Female","069","SA","C","Full","Not Towing","Straight Ahead","001","5114",,
"2020-5742-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","East","Female","081","SA","C","Full","Not Towing","Right Turn","001","5025",,
"2020-5742-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","North","Male","035","SA","C","Full","Not Towing","Straight Ahead","001","5022",,
"2020-5743-19/09/2025","01",0,"SA","Motor Cars - Sedan","2001","North","Male","031","SA","C","Full","Not Towing","Swerving","001","5035",,
"2020-5743-19/09/2025","02",0,"SA","Motor Cars - Sedan","2011","North","Male","034","SA","C","Full","Not Towing","Straight Ahead","001","5038",,
"2020-5743-19/09/2025","03",0,"SA","Motor Cars - Sedan","2010","North","Male","027","SA","C","Full","Not Towing","Stopped on Carriageway","002","5162",,
"2020-5744-19/09/2025","01",0,"SA","Utility","2018","South East","Male","022","SA","C","Full","Not Towing","Straight Ahead","001","5280","Y",
"2020-5745-19/09/2025","01",0,"SA","Station Wagon","2015","East","Female","018","SA","C","Provisional 2","Not Towing","Straight Ahead","003","5093",,
"2020-5745-19/09/2025","02",0,"SA","Motor Cars - Sedan","2008","East","Male","047","SA","C","Full","Not Towing","UnParking - Parallel","001","5095",,
"2020-5746-19/09/2025","01",0,"SA","Motor Cars - Sedan","2000","South East","Male","039","SA","C","Full","Not Towing","Straight Ahead","003","5112",,
"2020-5746-19/09/2025","02",0,"SA","Station Wagon","2016","North East","Male","020","SA","C","Full","Not Towing","Leaving Private Driveway","001","5112",,
"2020-5747-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","West","Female","023","SA","C","Full","Not Towing","Straight Ahead","002","5010",,
"2020-5747-19/09/2025","02",0,"SA","Motor Cars - Sedan","2001","West","Male","019","SA","C","Provisional 1 ","Not Towing","Stopped on Carriageway","001","5086",,
"2020-5748-19/09/2025","01",1,"SA","Station Wagon","2012","North West","Female","053","SA","C","Full","Not Towing","Straight Ahead","001","5118",,
"2020-5748-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","North West","Male","032","SA","HC","Full","Trailer","Straight Ahead","001","5374",,
"2020-5749-19/09/2025","01",1,"SA","Motor Cars - Sedan","2003","South West","Female","019","SA","C","Provisional 2","Not Towing","Straight Ahead","002","5096",,
"2020-5749-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North West","Female","042","SA","C","Full","Not Towing","Right Turn","001","5109",,
"2020-5750-19/09/2025","01",0,,"Pedal Cycle",,"North East","Female","039",,,,,"Straight Ahead","001","5076",,
"2020-5750-19/09/2025","02",0,"SA","Motor Cars - Sedan","2000","South East","Male","061","SA","MR","Full","Not Towing","Right Turn","001","5073",,
"2020-5751-19/09/2025","01",0,"SA","Motor Cars - Sedan","1997","East","Male","034","SA","XX","Unlicenced","Not Towing","Straight Ahead","001","5096",,
"2020-5751-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5752-19/09/2025","01",0,"SA","Motor Cars - Sedan","1986","North","Male","018","SA","C","Provisional 1 ","Not Towing","Left Turn","001","5009",,
"2020-5752-19/09/2025","02",0,"UNKNOWN","Motor Cycle","XXXX","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2020-5753-19/09/2025","01",0,"SA","Station Wagon","2016","North West","Female","073","SA","C","Full","Not Towing","Straight Ahead","001","5109",,
"2020-5753-19/09/2025","02",0,"SA","OMNIBUS","2013","North West","Male","051","SA","HC","Full","Not Towing","Straight Ahead","001","5098",,
"2020-5754-19/09/2025","01",0,"SA","Station Wagon","1999","North West","Female","023","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5167",,
"2020-5754-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2020-5754-19/09/2025","03",0,,"Tree",,,,,,,,,,,,,
"2020-5755-19/09/2025","01",1,"SA","Station Wagon","2009","North East","Female","034","SA","C","Provisional 2","Not Towing","Stopped on Carriageway","001","5501",,
"2020-5755-19/09/2025","02",0,"SA","Motor Cars - Sedan","2002","North East","Male","081","SA","C","Full","Not Towing","Straight Ahead","001","5108",,
"2020-5756-19/09/2025","01",0,"SA","Station Wagon","2008","West",,,,,,"Not Towing","Parked","000",,,
"2020-5756-19/09/2025","02",0,"SA","Station Wagon","2014","South East","Male","077","SA","C","Full","Not Towing","Leaving Private Driveway","001","5042",,
"2020-5757-19/09/2025","01",1,"SA","Utility","2014","South East","Male","038","SA","HCR","Full","Trailer","Straight Ahead","001","5170",,
"2020-5757-19/09/2025","02",1,"SA","Motor Cars - Sedan","2013","South West","Female","061","SA","C","Full","Not Towing","Straight Ahead","001","5417",,
"2020-5757-19/09/2025","03",1,"SA","Station Wagon","2013","North West","Male","065","SA","CR","Full","Caravan","Straight Ahead","001","5341",,
"2020-5758-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North","Female","028","SA","C","Full","Not Towing","Right Turn","001","5032",,
"2020-5758-19/09/2025","02",0,"SA","Station Wagon","2020","South","Male","031","SA","HR","Full","Not Towing","Straight Ahead","001","5046",,
"2020-5759-19/09/2025","01",0,"SA","Station Wagon","2019","North","Male","050","SA","C","Full","Not Towing","Swerving","001","5068",,
"2020-5759-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","North","Female","071","SA","C","Full","Not Towing","Straight Ahead","001","5062",,
"2020-5760-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","North East","Female","040","SA","C","Provisional 2","Not Towing","Right Turn","001","5073",,
"2020-5760-19/09/2025","02",0,"SA","Motor Cars - Sedan","1995","South West","Male","024","SA","C","Full","Not Towing","Straight Ahead","001","5073",,
"2020-5761-19/09/2025","01",0,"SA","Motor Cars - Sedan","1995","West","Male","019","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5167",,
"2020-5761-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","East",,,,,,"Unknown","Parked","000",,,
"2020-5762-19/09/2025","01",0,"SA","Motor Cars - Sedan","2004","North West","Male","043","SA","HC","Full","Not Towing","Straight Ahead","001","5097",,
"2020-5762-19/09/2025","02",0,,"Pole - not Stobie",,,,,,,,,,,,,
"2020-5762-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5763-19/09/2025","01",0,"SA","Utility","2017","West","Male","039","SA","C","Full","Not Towing","Left Turn","001","5022",,
"2020-5763-19/09/2025","02",1,,"Pedal Cycle",,"South East","Male","041",,,,,"Straight Ahead","001","5011",,
"2020-5764-19/09/2025","01",1,"SA","Scooter","2008","West","Female","029","SA","XX","Unlicenced","Not Towing","Straight Ahead","001","5037",,
"2020-5764-19/09/2025","02",0,"NSW","Motor Cars - Sedan","XXXX","North","Male","047","SA","C","Full","Not Towing","Right Turn","001","5032",,
"2020-5765-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","North East","Male","027","SA","C","Full","Not Towing","Straight Ahead","001","5045",,
"2020-5765-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2020-5766-19/09/2025","01",0,,"Pedal Cycle",,"South West","Male","065",,,,,"Straight Ahead","001","5112",,
"2020-5766-19/09/2025","02",0,"SA","Utility","1998","South West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2020-5767-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","North East","Male","035","SA","C","Unlicenced","Not Towing","Right Turn","001","5083",,
"2020-5767-19/09/2025","02",1,"SA","Utility","2011","South West","Male","021","SA","C","Full","Trailer","Straight Ahead","001","5114",,
"2020-5768-19/09/2025","01",0,"SA","Other Defined Special Vehicle","2014","North","Male","056","SA","HRR","Full","Not Towing","Straight Ahead","001","5159",,
"2020-5768-19/09/2025","02",0,"SA","Motor Cars - Sedan","1999","North","Female","057","SA","C","Full","Not Towing","Overtaking - on Right","001","5158",,
"2020-5769-19/09/2025","01",0,"SA","SEMI TRAILER","2007","South","Male","036","SA","MC","Full","Trailer","Straight Ahead","001","5401",,
"2020-5769-19/09/2025","02",0,"SA","Utility","2005","East","Male","067","SA","LRR","Probationary","Not Towing","Leaving Private Driveway","001","5501",,
"2020-5770-19/09/2025","01",0,"SA","Station Wagon","2016","West","Female","044","SA","C","Full","Not Towing","Straight Ahead","002","5048",,
"2020-5770-19/09/2025","02",0,"SA","Motor Cars - Sedan","2016","East","Male","027","SA","C","Full","Not Towing","Straight Ahead","001","5045",,
"2020-5770-19/09/2025","03",0,,"Tree",,,,,,,,,,,,,
"2020-5771-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North West","Male","033","SA","CR","Full","Not Towing","Straight Ahead","001","5066",,
"2020-5771-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","North West","Male","049","SA","HRR","Full","Not Towing","Swerving","001","5075",,
"2020-5772-19/09/2025","01",0,"SA","Station Wagon","2018","South","Male","036","SA","C","Full","Not Towing","Straight Ahead","001","5255",,
"2020-5772-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","South West","Female","028","SA","C","Full","Not Towing","Right Turn","001","5153",,
"2020-5773-19/09/2025","01",0,"SA","Station Wagon","2000","North West","Male","057","SA","C","Full","Not Towing","Straight Ahead","001","5107",,
"2020-5773-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2020-5774-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","027","SA","C","Full","Not Towing","Right Turn","005","5330",,
"2020-5774-19/09/2025","02",0,"SA","Station Wagon","2001","North West","Male","031","SA","C","Provisional 2","Not Towing","Straight Ahead","004","5113",,
"2020-5775-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","South East","Female","029","SA","C","Full","Not Towing","Straight Ahead","001","5098",,
"2020-5775-19/09/2025","02",0,"SA","Motor Cars - Sedan","2012","North East","Unknown","XXX","UNKNOWN","XX","Unknown","Not Towing","Leaving Private Driveway","001","5085",,
"2020-5776-19/09/2025","01",0,"SA","Station Wagon","2019","South","Male","045","SA","C","Full","Not Towing","Stopped on Carriageway","001","5034",,
"2020-5776-19/09/2025","02",0,"SA","Station Wagon","2009","South","Female","035","SA","C","Full","Not Towing","Straight Ahead","002","5016",,
"2020-5777-19/09/2025","01",1,"SA","Motor Cars - Sedan","2011","North East","Female","028","SA","C","Full","Not Towing","Stopped on Carriageway","001","5086",,
"2020-5777-19/09/2025","02",0,"SA","Motor Cars - Sedan","2017","North East","Female","021","SA","C","Provisional 2","Not Towing","Right Turn","001","5556",,
"2020-5778-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","North","Female","021","SA","C","Provisional 1 ","Not Towing","Swerving","002","5583",,
"2020-5778-19/09/2025","02",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5778-19/09/2025","03",0,,"Tree",,,,,,,,,,,,,
"2020-5779-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","South","Female","067","SA","C","Full","Not Towing","Stopped on Carriageway","002","5068",,
"2020-5779-19/09/2025","02",0,"SA","Utility","2016","West","Female","053","SA","C","Full","Not Towing","Right Turn","001","5068",,
"2020-5780-19/09/2025","01",0,"SA","Light Truck LT 4.5T","2008","South West","Male","043","SA","MRR","Full","Not Towing","Straight Ahead","002","5089",,
"2020-5780-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2002","North West","Male","032","SA","HR","Full","Not Towing","Left Turn","001","5093",,
"2020-5781-19/09/2025","01",0,"SA","Motor Cars - Sedan","2006","East","Male","032","SA","C","Full","Not Towing","Straight Ahead","001","5013",,
"2020-5781-19/09/2025","02",1,,"Pedestrian on Road",,"South","Male","046",,,,,"Crossing without Control",,"5088",,
"2020-5782-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","1994","North","Male","067","SA","HRR","Full","Not Towing","Swerving","001","5118",,
"2020-5782-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2020-5783-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","South","Male","062","SA","C","Full","Not Towing","Stopped on Carriageway","002","5062",,
"2020-5783-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","North","Female","060","SA","C","Full","Not Towing","Right Turn","001","5062",,
"2020-5784-19/09/2025","01",0,"SA","SEMI TRAILER","2018","North","Male","062","SA","MC","Full","Trailer","Straight Ahead","001","5280",,
"2020-5784-19/09/2025","02",0,"SA","Station Wagon","1989","North","Male","047","SA","C","Full","Trailer","Stopped on Carriageway","002","5583",,
"2020-5785-19/09/2025","01",0,"SA","Utility","2010","North East","Male","050","SA","HC","Full","Not Towing","Straight Ahead","001","5118",,
"2020-5785-19/09/2025","02",0,"SA","Motor Cars - Sedan","2015","North East","Female","028","SA","C","Full","Not Towing","Straight Ahead","001","5095",,
"2020-5785-19/09/2025","03",0,"SA","Utility","2009","North East","Male","021","SA","C","Provisional 2","Not Towing","Straight Ahead","002","5096",,
"2020-5785-19/09/2025","04",0,"SA","Other Defined Special Vehicle","2007","North East","Male","030","SA","C","Full","Not Towing","Straight Ahead","001","5093",,
"2020-5786-19/09/2025","01",0,"SA","Station Wagon","2001","South","Male","045","SA","C","Full","Trailer","Straight Ahead","005","5062",,
"2020-5786-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North","Male","075","SA","C","Full","Not Towing","Right Turn","001","5113",,
"2020-5787-19/09/2025","01",0,"SA","Motor Cars - Sedan","2015","North East","Female","018","SA","C","Provisional 2","Not Towing","UnParking - Parallel","002","5043",,
"2020-5787-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","North East","Male","021","SA","C","Full","Not Towing","Overtaking - on Right","002","5271",,
"2020-5788-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2004","North","Male","041","SA","HCR","Full","Trailer","Straight Ahead","001","5070",,
"2020-5788-19/09/2025","02",0,"SA","Motor Cars - Sedan","2005","West","Male","033","SA","HR","Full","Not Towing","Right Turn","001","5050",,
"2020-5789-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","South","Female","030","SA","C","Full","Not Towing","Straight Ahead","001","5073",,
"2020-5789-19/09/2025","02",0,"SA","Motor Cars - Sedan","2011","South","Male","057","SA","C","Full","Not Towing","Left Turn","001","5072",,
"2020-5789-19/09/2025","03",0,"SA","Motor Cars - Sedan","2006","South","Male","030","SA","C","Full","Not Towing","Left Turn","002","5090",,
"2020-5789-19/09/2025","04",0,,"Stobie Pole",,,,,,,,,,,,,
"2020-5790-19/09/2025","01",0,"SA","Motor Cars - Sedan","2017","North East","Male","068","SA","C","Full","Not Towing","Overtaking - on Right","001","5041",,
"2020-5790-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North East","Female","078","SA","C","Full","Not Towing","Straight Ahead","001","5022",,
"2020-5790-19/09/2025","03",0,,"Guard Rail",,,,,,,,,,,,,
"2020-5791-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","East","Female","024","SA","C","Provisional 1 ","Not Towing","Other","002","5089",,
"2020-5792-19/09/2025","01",1,"SA","Motor Cars - Sedan","2009","South West","Female","022","SA","C","Provisional 2","Not Towing","Straight Ahead","002","5092",,
"2020-5792-19/09/2025","02",0,,"Stobie Pole",,,,,,,,,,,,,
"2020-5792-19/09/2025","03",0,,"Tree",,,,,,,,,,,,,
"2020-5793-19/09/2025","01",0,"SA","Station Wagon","2014","North East","Female","038","SA","C","Full","Not Towing","Straight Ahead","001","5098",,
"2020-5793-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","North East",,,,,,"Unknown","Parked","000",,,
"2020-5794-19/09/2025","01",0,"SA","Utility","2001","North East","Male","047","SA","CR","Full","Not Towing","Swerving","001","5254",,
"2020-5794-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2020-5795-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","South","Female","058","SA","C","Full","Not Towing","Straight Ahead","001","5125",,
"2020-5795-19/09/2025","02",0,"SA","Motor Cars - Sedan","2006","South","Male","029","SA","C","Full","Not Towing","Stopped on Carriageway","001","5092",,
"2020-5795-19/09/2025","03",0,"SA","Motor Cars - Sedan","2014","South","Female","041","SA","C","Full","Not Towing","Stopped on Carriageway","003","5109",,
"2020-5796-19/09/2025","01",1,"SA","Station Wagon","2017","South West","Female","038","SA","C","Full","Not Towing","Straight Ahead","001","5075",,
"2020-5796-19/09/2025","02",0,"SA","Motor Cars - Sedan","2013","South West","Male","025","SA","C","Full","Not Towing","Straight Ahead","001","5074",,
"2020-5797-19/09/2025","01",0,"SA","Utility","2017","East",,,,,,"Not Towing","Parked","000",,,
"2020-5797-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2017","East","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Straight Ahead","001","XXXX",,
"2020-5798-19/09/2025","01",0,"SA","Motor Cars - Sedan","2014","South West","Female","053","SA","C","Full","Not Towing","Swerving","002","5094",,
"2020-5798-19/09/2025","02",0,"SA","Motor Cars - Sedan","2018","South West","Female","042","SA","C","Provisional 2","Not Towing","Straight Ahead","002","5108",,
"2020-5799-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","West","Male","019","SA","C","Provisional 2","Not Towing","Swerving","001","5097",,
"2020-5799-19/09/2025","02",0,"SA","Motor Cars - Sedan","2000","West","Male","019","SA","C","Provisional 1 ","Not Towing","Straight Ahead","001","5092",,
"2020-5800-19/09/2025","01",2,"SA","Station Wagon","1999","South West","Male","036","SA","C","Provisional 2","Not Towing","Right Turn","002","5290",,
"2020-5800-19/09/2025","02",0,"SA","Utility","2018","South East","Male","051","SA","CR","Full","Not Towing","Straight Ahead","001","5114",,
"2020-5801-19/09/2025","01",0,"SA","Panel Van","2018","South","Male","049","SA","C","Full","Not Towing","Straight Ahead","001","5032",,
"2020-5801-19/09/2025","02",0,"SA","SEMI TRAILER","2015","West","Male","030","SA","HCR","Full","Trailer","Right Turn","001","5019",,
"2020-5802-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","South West","Female","018","SA","C","Provisional 1 ","Not Towing","Straight Ahead","002","5118",,
"2020-5802-19/09/2025","02",0,,"Other Inanimate Object",,,,,,,,,,,,,
"2020-5803-19/09/2025","01",0,"SA","Motor Cars - Sedan","1999","North West","Female","050","SA","C","Full","Not Towing","Leaving Private Driveway","001","5092",,
"2020-5803-19/09/2025","02",1,,"Pedal Cycle",,"North East","Male","014",,,,,"Straight Ahead","001","5086",,
"2020-5804-19/09/2025","01",0,"SA","Motor Cars - Sedan","2000","South West","Male","037","SA","C","Full","Not Towing","Right Turn","001","5355",,
"2020-5804-19/09/2025","02",0,,"Pedestrian on Road",,"South West","Male","023",,,,,"Crossing without Control",,"5355",,
"2020-5805-19/09/2025","01",1,"SA","RIGID TRUCK LGE GE 4.5T","2015","West","Male","048","SA","HR","Full","Not Towing","Straight Ahead","001","5112",,
"2020-5805-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2020-5806-19/09/2025","01",0,"SA","Utility","2007","North East","Male","069","SA","C","Full","Not Towing","Straight Ahead","001","5501",,
"2020-5806-19/09/2025","02",0,"SA","Station Wagon","2016","North East","Female","068","SA","C","Full","Not Towing","Overtaking - on Right","001","5013",,
"2020-5807-19/09/2025","01",0,"SA","Motor Cars - Sedan","2009","North","Male","092","SA","C","Full","Not Towing","Straight Ahead","001","5214",,
"2020-5807-19/09/2025","02",0,"SA","Station Wagon","2001","East","Female","074","SA","C","Full","Not Towing","Leaving Private Driveway","001","5214",,
"2020-5808-19/09/2025","01",1,"SA","Motor Cars - Sedan","2008","North West","Female","036","SA","C","Full","Not Towing","Straight Ahead","001","5096",,
"2020-5808-19/09/2025","02",0,,"Tree",,,,,,,,,,,,,
"2020-5809-19/09/2025","01",0,"SA","Motor Cars - Sedan","2010","West","Female","030","SA","C","Full","Not Towing","Straight Ahead","002","5167",,
"2020-5809-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","North","Female","070","SA","C","Full","Not Towing","Right Turn","001","5045",,
"2020-5810-19/09/2025","01",0,"SA","Motor Cars - Sedan","2011","North East","Male","023","SA","C","Full","Not Towing","Straight Ahead","001","5076",,
"2020-5810-19/09/2025","02",0,,"Guard Rail",,,,,,,,,,,,,
"2020-5811-19/09/2025","01",2,"SA","Motor Cars - Sedan","2005","South East","Female","017","SA","C","Learners","Not Towing","Stopped on Carriageway","002","5125",,
"2020-5811-19/09/2025","02",0,"SA","Motor Cars - Sedan","2014","South East","Female","022","SA","C","Full","Not Towing","Left Turn","002","5125",,
"2020-5812-19/09/2025","01",0,"SA","RIGID TRUCK LGE GE 4.5T","2005","North East","Male","033","SA","HR","Full","Not Towing","Left Turn","002","5108",,
"2020-5812-19/09/2025","02",0,"SA","Motor Cars - Sedan","2003","North East","Male","024","SA","C","Full","Not Towing","Stopped on Carriageway","001","5108",,
"2020-5813-19/09/2025","01",0,"SA","Motor Cars - Sedan","2016","South East","Male","064","SA","C","Full","Not Towing","Straight Ahead","001","5290",,
"2020-5813-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2012","South East","Male","051","SA","HC","Full","Not Towing","Stopped on Carriageway","001","5173",,
"2020-5814-19/09/2025","01",0,"SA","SEMI TRAILER","2004","South West","Male","028","SA","HC","Full","Trailer","Straight Ahead","001","5169",,
"2020-5814-19/09/2025","02",0,"SA","Motor Cars - Sedan","2017","North West","Unknown","XXX","UNKNOWN","XX","Unknown","Unknown","Left Turn","001","XXXX",,
"2020-5815-19/09/2025","01",0,"SA","Motor Cars - Sedan","2013","North","Female","049","SA","C","Full","Not Towing","Straight Ahead","001","5068",,
"2020-5815-19/09/2025","02",0,"SA","Motor Cars - Sedan","2015","North","Male","069","SA","C","Full","Not Towing","Straight Ahead","001","5068",,
"2020-5815-19/09/2025","03",0,,"Other Fixed Obstruction",,,,,,,,,,,,,
"2020-5816-19/09/2025","01",3,"SA","Station Wagon","2012","North East","Female","063","SA","C","Full","Not Towing","Straight Ahead","003","5019",,
"2020-5816-19/09/2025","02",0,"SA","RIGID TRUCK LGE GE 4.5T","2019","North East",,,,,,"Not Towing","Parked","000",,,
"2020-5817-19/09/2025","01",0,"SA","Motor Cars - Sedan","2012","North West","Female","046","SA","C","Full","Not Towing","Left Turn","002","5096",,
"2020-5817-19/09/2025","02",0,"SA","Motor Cars - Sedan","2008","South West","Female","021","SA","C","Provisional 2","Not Towing","Straight Ahead","002","5126",,
"2020-5818-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","South East","Male","077","SA","C","Full","Not Towing","Leaving Private Driveway","001","5290",,
"2020-5818-19/09/2025","02",0,"UNKNOWN","Motor Vehicle - Type Unknown","XXXX","South West",,,,,,"Unknown","Parked","000",,,
"2020-5819-19/09/2025","01",0,"SA","Station Wagon","2007","South West","Female","060","SA","C","Full","Not Towing","Straight Ahead","004","5097",,
"2020-5819-19/09/2025","02",0,"SA","Motor Cars - Sedan","1999","North East","Female","032","UNKNOWN","XX","Unknown","Not Towing","Right Turn","001","5088",,
"2020-5820-19/09/2025","01",1,"SA","Panel Van","2019","South West","Female","026","SA","C","Full","Not Towing","Straight Ahead","001","5098",,
"2020-5820-19/09/2025","02",0,"SA","Motor Cars - Sedan","2001","North East","Male","026","SA","C","Full","Not Towing","Right Turn","001","5085",,
"2020-5821-19/09/2025","01",0,"SA","Taxi Cab","2013","North East","Male","037","SA","HR","Full","Not Towing","Stopped on Carriageway","001","5011",,
"2020-5821-19/09/2025","02",0,"SA","Motor Cars - Sedan","2007","North East","Male","020","SA","C","Full","Not Towing","Straight Ahead","001","5023",,
"2020-5822-19/09/2025","01",0,"SA","Motor Cars - Sedan","2002","East","Female","030","SA","XX","Unlicenced","Not Towing","Straight Ahead","001","5093",,
"2020-5822-19/09/2025","02",0,"SA","Motor Cars - Sedan","1996","East","Male","034","SA","C","Full","Not Towing","Straight Ahead","001","5010",,
"2020-5822-19/09/2025","03",0,"SA","Utility","2013","East","Male","047","SA","C","Probationary","Not Towing","Straight Ahead","001","5107",,
"2020-5823-19/09/2025","01",0,"SA","Station Wagon","2013","North East","Female","044","SA","C","Full","Not Towing","Straight Ahead","003","5048",,
"2020-5823-19/09/2025","02",0,,"Animal - Wild",,,,,,,,,,,,,
"2020-5824-19/09/2025","01",0,"SA","Motor Cars - Sedan","2018","North East","Female","021","SA","C","Full","Not Towing","Stopped on Carriageway","001","5107",,
"2020-5824-19/09/2025","02",0,"SA","Utility","2009","North East","Male","037","SA","C","Full","Trailer","Straight Ahead","001","5113",,
"2020-5825-19/09/2025","01",0,"SA","Motor Cars - Sedan","2007","South","Male","038","SA","C","Full","Not Towing","Right Turn","001","5067",,
"2020-5825-19/09/2025","02",0,"SA","Panel Van","2012","North","Male","025","SA","C","Full","Not Towing","Straight Ahead","001","5159",,
"2020-5825-19/09/2025","03",0,"SA","Motor Cars - Sedan","2009","East","Male","048","SA","C","Full","Not Towing","Stopped on Carriageway","001","5068",,
"2020-5826-19/09/2025","01",2,"SA","Station Wagon","2012","South West","Female","042","SA","C","Full","Not Towing","Stopped on Carriageway","002","5049",,
"2020-5826-19/09/2025","02",0,"SA","Motor Cars - Sedan","2010","South West","Male","039","SA","C","Full","Not Towing","Straight Ahead","001","5158",,
"2020-5827-19/09/2025","01",0,,"Pedal Cycle",,"South West","Male","039",,,,,"Straight Ahead","001","5072",,
"2020-5827-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North West","Male","037","SA","C","Full","Not Towing","Right Turn","002","5085",,
"2020-5828-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","South East","Female","018","SA","C","Provisional 2","Not Towing","Straight Ahead","001","5159",,
"2020-5828-19/09/2025","02",0,"SA","Utility","2013","South East","Male","053","SA","C","Full","Not Towing","Stopped on Carriageway","001","5159",,
"2020-5829-19/09/2025","01",1,"SA","Motor Cars - Sedan","2012","North West","Female","033","SA","C","Full","Not Towing","Straight Ahead","001","5075",,
"2020-5829-19/09/2025","02",0,"SA","Motor Cars - Sedan","2004","North West",,,,,,"Unknown","Parked","000",,,
"2020-5829-19/09/2025","03",0,"SA","Station Wagon","2007","North West",,,,,,"Unknown","Parked","000",,,
"2020-5830-19/09/2025","01",0,"SA","Motor Cars - Sedan","2003","South West","Male","059","SA","C","Full","Not Towing","Stopped on Carriageway","001","5115",,
"2020-5830-19/09/2025","02",0,"SA","Station Wagon","2010","South West","Male","050","SA","C","Full","Not Towing","Left Turn","001","5095",,
"2020-5831-19/09/2025","01",0,"SA","Motor Cars - Sedan","2005","South","Male","021","SA","C","Full","Not Towing","Straight Ahead","001","5037",,
